资产 ID,智能耳标编号,牛只品种,性别,登记月龄,出生日期,初始体重,当前状态,引入渠道ID,引入渠道名称,平均日增重,成长记录次数,最新体重,累计用药次数,累计防疫次数,总增重,精料总量_kg,草料总量_kg,酒糟总量_kg,饲料总花费_元,喂养天数,日均精料_kg,日均草料_kg,日均酒糟_kg,日均花费_元,精料转化率,总饲料_kg,总饲料转化率,出售日期,出售价格,死亡日期,最终结局,总生命周期(天),每公斤增重成本,出栏盈亏,日均成本,has_growth,is_adg_outlier,has_feed,has_cost
23,3722219949,1,1,7,2022-04-24,260,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,20832.0,,已出售,568.0,,,,False,1,False,False
24,3722313245,1,1,7,2022-04-24,300,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,20736.0,,已出售,568.0,,,,False,1,False,False
25,3721746749,1,1,7,2022-04-24,280,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,19296.0,,已出售,568.0,,,,False,1,False,False
26,3720720717,1,1,7,2022-04-24,300,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,23648.0,,已出售,568.0,,,,False,1,False,False
27,3722390205,1,1,7,2022-04-24,310,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,19456.0,,已出售,568.0,,,,False,1,False,False
28,3722358621,1,1,7,2022-04-24,310,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,20800.0,,已出售,568.0,,,,False,1,False,False
29,3722312733,1,1,7,2022-04-24,280,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,20992.0,,已出售,568.0,,,,False,1,False,False
30,3722298493,1,1,7,2022-04-24,310,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,23424.0,,已出售,568.0,,,,False,1,False,False
31,3722153981,1,1,7,2022-09-20,280,1,4,,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,21472.0,,已出售,419.0,,,,False,1,False,False
32,3720385821,1,1,7,2022-04-24,300,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,19584.0,,已出售,568.0,,,,False,1,False,False
33,1822017282,1,1,7,2022-04-24,300,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,19904.0,,已出售,568.0,,,,False,1,False,False
34,3722251117,1,1,7,2022-04-24,300,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,23392.0,,已出售,568.0,,,,False,1,False,False
35,3722345613,1,1,7,2022-09-18,260,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,20896.0,,已出售,421.0,,,,False,1,False,False
36,3720906765,1,1,7,2022-05-09,260,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,20576.0,,已出售,553.0,,,,False,1,False,False
37,3722346061,1,1,7,2022-05-09,270,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,20672.0,,已出售,553.0,,,,False,1,False,False
38,3720853517,1,1,7,2022-05-09,270,1,4,,,,,2.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,22304.0,,已出售,553.0,,,,False,1,False,False
39,3721134925,1,1,7,2022-05-09,260,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,22016.0,,已出售,553.0,,,,False,1,False,False
40,3722359133,1,1,7,2022-04-30,290,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,20384.0,,已出售,562.0,,,,False,1,False,False
41,3722014125,1,1,7,2022-05-09,270,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,23872.0,,已出售,553.0,,,,False,1,False,False
42,3721671405,1,1,7,2022-09-20,270,1,4,,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,21952.0,,已出售,419.0,,,,False,1,False,False
43,3721893469,1,1,7,2022-04-30,280,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,21920.0,,已出售,562.0,,,,False,1,False,False
44,3722069101,1,1,7,2022-04-30,280,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,22592.0,,已出售,562.0,,,,False,1,False,False
45,3722346125,1,1,7,2022-04-30,280,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,21536.0,,已出售,562.0,,,,False,1,False,False
46,3722312205,1,1,7,2022-04-30,250,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,22304.0,,已出售,562.0,,,,False,1,False,False
47,3721026109,1,1,7,2022-04-30,280,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,21056.0,,已出售,562.0,,,,False,1,False,False
48,3722357597,1,1,7,2022-09-20,270,1,4,,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,23232.0,,已出售,419.0,,,,False,1,False,False
49,3721173853,1,1,7,2022-10-15,250,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,20864.0,,已出售,394.0,,,,False,1,False,False
50,3721449821,1,1,7,2022-04-30,260,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,20768.0,,已出售,562.0,,,,False,1,False,False
51,3721633165,1,1,7,2022-04-30,270,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,19424.0,,已出售,562.0,,,,False,1,False,False
52,3720671981,1,1,7,2022-04-30,270,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,23808.0,,已出售,562.0,,,,False,1,False,False
53,3722313277,1,1,7,2022-04-30,270,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,23360.0,,已出售,562.0,,,,False,1,False,False
54,3721961757,1,1,7,2022-04-30,270,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,20160.0,,已出售,562.0,,,,False,1,False,False
55,3720754445,1,1,7,2022-09-18,320,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,22176.0,,已出售,421.0,,,,False,1,False,False
56,3721063373,1,1,7,2022-09-20,260,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,21184.0,,已出售,419.0,,,,False,1,False,False
57,3722391757,1,1,7,2022-05-15,330,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,19392.0,,已出售,547.0,,,,False,1,False,False
58,3720327421,1,1,7,2022-04-25,340,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,23104.0,,已出售,567.0,,,,False,1,False,False
59,3720820765,1,1,7,2022-04-25,320,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,22272.0,,已出售,567.0,,,,False,1,False,False
60,3721961197,1,1,7,2022-04-28,300,1,4,,,,,0.0,3.0,,,,,,,,,,,,0.0,,2023-11-13,23392.0,,已出售,564.0,,,,False,1,False,False
61,3721118125,1,1,7,2022-09-18,260,1,4,,,,,0.0,3.0,,,,,,,,,,,,0.0,,2023-11-13,21600.0,,已出售,421.0,,,,False,1,False,False
62,3721633629,1,1,7,2022-04-25,300,1,4,,,,,0.0,3.0,,,,,,,,,,,,0.0,,2023-11-13,22528.0,,已出售,567.0,,,,False,1,False,False
63,3722069661,1,1,7,2022-04-25,270,1,4,,,,,0.0,3.0,,,,,,,,,,,,0.0,,2023-11-13,21024.0,,已出售,567.0,,,,False,1,False,False
64,3721801325,1,1,7,2022-04-25,330,1,4,,,,,0.0,3.0,,,,,,,,,,,,0.0,,2023-11-13,21088.0,,已出售,567.0,,,,False,1,False,False
65,3722299517,1,1,7,2022-04-25,360,1,4,,,,,0.0,3.0,,,,,,,,,,,,0.0,,2023-11-13,23840.0,,已出售,567.0,,,,False,1,False,False
66,3721672413,1,1,7,2022-04-25,330,1,4,,,,,0.0,3.0,,,,,,,,,,,,0.0,,2023-11-13,19392.0,,已出售,567.0,,,,False,1,False,False
67,3721026621,1,1,7,2022-04-25,300,1,4,,,,,0.0,3.0,,,,,,,,,,,,0.0,,2023-11-13,20832.0,,已出售,567.0,,,,False,1,False,False
68,3722659533,1,1,7,2022-09-20,300,1,4,,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,20544.0,,已出售,419.0,,,,False,1,False,False
69,3722346141,1,1,7,2022-09-20,270,1,4,,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,22560.0,,已出售,419.0,,,,False,1,False,False
70,3721563629,1,1,7,2022-04-25,300,1,4,,,,,0.0,3.0,,,,,,,,,,,,0.0,,2023-11-13,21216.0,,已出售,567.0,,,,False,1,False,False
71,3722476285,1,1,7,2022-04-25,300,1,4,,,,,0.0,3.0,,,,,,,,,,,,0.0,,2023-11-13,23104.0,,已出售,567.0,,,,False,1,False,False
72,MK2210000173,1,1,7,2022-09-20,310,1,4,,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,23328.0,,已出售,419.0,,,,False,1,False,False
73,3720308429,1,1,7,2022-04-25,290,1,4,,,,,0.0,2.0,,,,,,,,,,,,0.0,,2023-11-13,20448.0,,已出售,567.0,,,,False,1,False,False
74,3720327917,1,1,7,2022-09-18,310,1,4,,,,,0.0,3.0,,,,,,,,,,,,0.0,,2023-11-13,22208.0,,已出售,421.0,,,,False,1,False,False
75,3720327405,1,1,7,2022-04-25,330,1,4,,,,,0.0,3.0,,,,,,,,,,,,0.0,,2023-11-13,20480.0,,已出售,567.0,,,,False,1,False,False
76,3721671917,1,1,7,2022-09-20,310,1,4,,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,21824.0,,已出售,419.0,,,,False,1,False,False
77,3722204317,1,1,7,2022-04-25,300,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,22912.0,,已出售,567.0,,,,False,1,False,False
78,3720872653,1,1,7,2022-09-20,250,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,22560.0,,已出售,419.0,,,,False,1,False,False
79,3722103325,1,1,7,2022-09-18,270,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,21440.0,,已出售,421.0,,,,False,1,False,False
80,3720721725,1,1,7,2022-09-18,310,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,22304.0,,已出售,421.0,,,,False,1,False,False
81,3722513597,1,1,7,2022-09-20,240,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,20960.0,,已出售,419.0,,,,False,1,False,False
82,3721245149,1,1,7,2022-09-20,280,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,19520.0,,已出售,419.0,,,,False,1,False,False
83,3720615101,1,1,7,2022-05-09,260,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,21248.0,,已出售,553.0,,,,False,1,False,False
84,3722390749,1,1,7,2022-05-09,300,1,4,,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-03-22,21856.0,,已出售,317.0,,,,False,1,False,False
85,3721999261,1,1,7,2022-05-09,240,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,20800.0,,已出售,553.0,,,,False,1,False,False
86,3721354973,1,1,7,2022-05-09,290,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,21248.0,,已出售,553.0,,,,False,1,False,False
87,3722266013,1,1,7,2022-05-09,280,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,20896.0,,已出售,553.0,,,,False,1,False,False
88,3722447405,1,1,7,2022-04-25,280,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,19552.0,,已出售,567.0,,,,False,1,False,False
89,3722014109,1,1,7,2022-04-25,280,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,20960.0,,已出售,567.0,,,,False,1,False,False
90,3721783245,1,1,7,2022-04-25,280,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,21792.0,,已出售,567.0,,,,False,1,False,False
91,3722172029,1,1,7,2022-09-18,270,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,22144.0,,已出售,421.0,,,,False,1,False,False
92,3722300077,1,1,7,2022-04-25,280,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,19744.0,,已出售,567.0,,,,False,1,False,False
93,3722298525,1,1,7,2022-04-25,280,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,22272.0,,已出售,567.0,,,,False,1,False,False
94,3722433485,1,1,7,2022-04-25,280,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,20576.0,,已出售,567.0,,,,False,1,False,False
95,3722119885,1,1,7,2022-04-25,300,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,23680.0,,已出售,567.0,,,,False,1,False,False
96,3721961245,1,1,7,2022-04-25,270,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,22496.0,,已出售,567.0,,,,False,1,False,False
97,3722103821,1,1,7,2022-04-25,280,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,20480.0,,已出售,567.0,,,,False,1,False,False
98,3722299485,1,1,7,2022-04-25,310,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,23296.0,,已出售,567.0,,,,False,1,False,False
99,3722637901,1,1,7,2022-04-25,330,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,21728.0,,已出售,567.0,,,,False,1,False,False
100,3721894957,1,1,7,2022-04-25,360,1,4,,1.6752182163187854,4.0,625.0,0.0,1.0,265.0,,,,,,,,,,,0.0,,2023-11-13,22720.0,,已出售,567.0,,,,True,0,False,False
101,3721634189,1,1,7,2022-04-25,280,1,4,,,1.0,349.0,0.0,1.0,69.0,,,,,,,,,,,0.0,,2023-11-13,19904.0,,已出售,567.0,,,,False,1,False,False
102,3722014589,1,1,7,2022-05-09,280,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,20256.0,,已出售,553.0,,,,False,1,False,False
103,3720328925,1,1,7,2022-04-25,270,1,4,,,,,0.0,0.0,,,,,,,,,,,,0.0,,2022-12-07,19520.0,,已出售,226.0,,,,False,1,False,False
104,3721997741,1,1,7,2022-04-29,280,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,22624.0,,已出售,563.0,,,,False,1,False,False
105,3722313197,1,1,7,2022-05-09,290,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,22688.0,,已出售,553.0,,,,False,1,False,False
106,3721946157,1,1,7,2022-05-09,270,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,22944.0,,已出售,553.0,,,,False,1,False,False
107,3720957005,1,1,7,2022-09-20,270,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,21216.0,,已出售,419.0,,,,False,1,False,False
108,3722447421,1,1,7,2022-09-18,260,1,4,,,,,0.0,2.0,,,,,,,,,,,,0.0,,2023-11-13,23840.0,,已出售,421.0,,,,False,1,False,False
112,MK2210000001,1,1,10,2022-07-16,280,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,21728.0,,已出售,485.0,,,,False,1,False,False
113,MK2210000002,1,1,10,2022-06-20,310,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,23936.0,,已出售,511.0,,,,False,1,False,False
114,MK2210000003,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,21376.0,,已出售,511.0,,,,False,1,False,False
115,MK2210000004,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,19616.0,,已出售,511.0,,,,False,1,False,False
116,MK2210000005,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,20992.0,,已出售,511.0,,,,False,1,False,False
117,MK2210000006,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,22112.0,,已出售,511.0,,,,False,1,False,False
118,MK2210000007,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,21632.0,,已出售,511.0,,,,False,1,False,False
119,MK2210000008,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,19808.0,,已出售,511.0,,,,False,1,False,False
120,MK2210000009,1,1,10,2022-06-20,333,2,5,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,2023-03-07,死亡,260.0,,,,False,1,False,False
121,MK2210000010,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,22240.0,,已出售,511.0,,,,False,1,False,False
122,MK2210000011,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,19488.0,,已出售,511.0,,,,False,1,False,False
123,MK2210000012,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,20832.0,,已出售,511.0,,,,False,1,False,False
124,MK2210000013,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,20832.0,,已出售,511.0,,,,False,1,False,False
125,MK2210000014,1,1,10,2022-07-16,333,1,5,,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,22080.0,,已出售,485.0,,,,False,1,False,False
126,MK2210000015,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,20160.0,,已出售,511.0,,,,False,1,False,False
127,MK2210000016,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,23424.0,,已出售,511.0,,,,False,1,False,False
128,MK2210000017,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,22560.0,,已出售,511.0,,,,False,1,False,False
129,MK2210000018,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,23712.0,,已出售,511.0,,,,False,1,False,False
130,MK2210000019,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,22816.0,,已出售,511.0,,,,False,1,False,False
131,MK2210000020,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,22560.0,,已出售,511.0,,,,False,1,False,False
132,MK2210000021,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,20736.0,,已出售,511.0,,,,False,1,False,False
133,MK2210000022,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,22944.0,,已出售,511.0,,,,False,1,False,False
134,MK2210000023,1,1,10,2022-06-20,333,1,5,,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,22912.0,,已出售,511.0,,,,False,1,False,False
135,MK2210000024,1,1,10,2022-03-15,333,2,5,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,2023-01-25,死亡,316.0,,,,False,1,False,False
136,MK2210000172,1,1,10,2022-06-20,333,1,4,,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,23264.0,,已出售,511.0,,,,False,1,False,False
137,MK2210000033,1,1,10,2022-06-20,333,1,5,,,1.0,500.0,0.0,1.0,167.0,,,,,,,,,,,0.0,,2023-11-13,19840.0,,已出售,511.0,,,,False,1,False,False
138,MK2210000034,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,22336.0,,已出售,511.0,,,,False,1,False,False
139,MK2210000035,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,21632.0,,已出售,511.0,,,,False,1,False,False
140,MK2210000036,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,23232.0,,已出售,511.0,,,,False,1,False,False
141,MK2210000037,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,22368.0,,已出售,511.0,,,,False,1,False,False
142,MK2210000038,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,19904.0,,已出售,511.0,,,,False,1,False,False
143,MK2210000039,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,20736.0,,已出售,511.0,,,,False,1,False,False
144,MK2210000040,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,23456.0,,已出售,511.0,,,,False,1,False,False
145,MK2210000041,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,19296.0,,已出售,511.0,,,,False,1,False,False
146,MK2210000042,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,19936.0,,已出售,511.0,,,,False,1,False,False
147,MK2210000043,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,21504.0,,已出售,511.0,,,,False,1,False,False
148,MK2210000044,1,1,10,2022-06-20,333,1,5,,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,23072.0,,已出售,511.0,,,,False,1,False,False
149,MK2210000045,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,23520.0,,已出售,511.0,,,,False,1,False,False
150,MK2210000046,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,23200.0,,已出售,511.0,,,,False,1,False,False
151,MK2210000047,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,22272.0,,已出售,511.0,,,,False,1,False,False
152,MK2210000048,1,1,10,2022-07-16,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,19360.0,,已出售,485.0,,,,False,1,False,False
153,MK2210000049,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,20128.0,,已出售,511.0,,,,False,1,False,False
154,MK2210000052,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,21728.0,,已出售,511.0,,,,False,1,False,False
155,MK2210000053,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,23840.0,,已出售,511.0,,,,False,1,False,False
156,MK2210000054,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,19840.0,,已出售,511.0,,,,False,1,False,False
157,MK2210000055,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,19360.0,,已出售,511.0,,,,False,1,False,False
158,MK2210000056,1,1,10,2022-09-09,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,21568.0,,已出售,430.0,,,,False,1,False,False
159,MK2210000057,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,23040.0,,已出售,511.0,,,,False,1,False,False
160,MK2210000058,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,19456.0,,已出售,511.0,,,,False,1,False,False
161,MK2210000059,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,23968.0,,已出售,511.0,,,,False,1,False,False
162,MK2210000175,1,1,10,2022-06-20,333,1,4,,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,20512.0,,已出售,511.0,,,,False,1,False,False
163,MK2210000061,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,19392.0,,已出售,511.0,,,,False,1,False,False
164,MK2210000062,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,22944.0,,已出售,511.0,,,,False,1,False,False
165,MK2210000063,1,1,10,2022-06-20,333,1,5,,,,,1.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,20768.0,,已出售,511.0,,,,False,1,False,False
