资产 ID,智能耳标编号,牛只品种,性别,登记月龄,出生日期,初始体重,当前状态,引入渠道ID,引入渠道名称,平均日增重,成长记录次数,最新体重,累计用药次数,累计防疫次数,总增重,精料总量_kg,草料总量_kg,酒糟总量_kg,饲料总花费_元,喂养天数,日均精料_kg,日均草料_kg,日均酒糟_kg,日均花费_元,精料转化率,总饲料_kg,总饲料转化率,出售日期,出售价格,死亡日期,最终结局,总生命周期(天),每公斤增重成本,出栏盈亏,日均成本,has_growth,is_adg_outlier,has_feed,has_cost
3558,2210000318,1,1,10,2024-07-12,237,0,17,敦化牧场,0.7951477170400975,17.0,620.0,0.0,3.0,383.0,409.958,117.9921,593.4956,1399.5127,61.0,6.720622950819672,1.9342967213114752,9.72943606557377,22.942831147540986,0.9342420443069778,1121.4457,0.341523446030423,,,,存栏,,3.654080156657964,,22.942831147540986,True,0,True,True
3948,Q2210000225,1,1,8,2023-01-05,255,1,17,敦化牧场,0.9904106763014322,20.0,856.0,0.0,0.0,601.0,,,,,,,,,,,0.0,,2025-05-26,1.0,,已出售,872.0,,,,True,0,False,False
3339,202308287126,1,1,8,2023-03-13,431,0,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,存栏,,,,,False,1,False,False
3771,2210000427,1,1,8,2024-09-12,234,1,19,绵阳强牧农业科技有限公司,0.7657799190057254,12.0,520.0,0.0,2.0,286.0,348.029,101.3682,509.0702,1188.5284,52.0,6.692865384615384,1.9493884615384616,9.78981153846154,22.85631538461538,0.8217705995764721,958.4674,0.2983930387199398,2025-05-23,15312.0,,已出售,253.0,4.155693706293706,14123.4716,22.85631538461538,True,0,True,True
1127,202109185962,1,1,8,2022-08-12,250,1,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,22176.0,,已出售,458.0,,,,False,1,False,False
1188,202109186023,1,1,8,2022-08-12,262,1,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,19424.0,,已出售,458.0,,,,False,1,False,False
420,2022600185,1,1,6,2022-11-15,270,1,4,,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,22144.0,,已出售,363.0,,,,False,1,False,False
296,2022547414,1,1,5,2022-12-05,280,1,4,,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,23968.0,,已出售,343.0,,,,False,1,False,False
1231,202109186066,1,1,8,2022-08-12,274,1,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,20128.0,,已出售,458.0,,,,False,1,False,False
396,2022600161,1,1,6,2022-11-15,290,1,4,,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,20448.0,,已出售,363.0,,,,False,1,False,False
1052,202109185887,1,1,8,2022-08-12,292,1,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,20448.0,,已出售,458.0,,,,False,1,False,False
3555,e2806894200040243a32b855,1,1,10,2023-03-29,221,0,17,敦化牧场,0.9388444170771756,17.0,706.0,0.0,2.0,485.0,,,,,,,,,,,0.0,,,,,存栏,,,,,True,0,False,False
4015,2210000255,1,1,13,2023-03-29,317,0,17,敦化牧场,0.9675550545579744,17.0,811.0,0.0,0.0,494.0,,,,,,,,,,,0.0,,,,,存栏,,,,,True,0,False,False
3822,2210000478,1,1,8,2024-03-20,238,1,19,绵阳强牧农业科技有限公司,1.0969662058371736,11.0,600.0,0.0,2.0,362.0,144.2078,44.5368,221.9778,493.3786,22.0,6.5549,2.0244,10.0899,22.4263,2.51026643496399,410.7224,0.881373891465379,2025-04-23,1.0,,已出售,399.0,1.3629243093922652,-492.3786,22.4263,True,0,True,True
3001,202307091480,1,1,8,2023-03-13,479,0,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,存栏,,,,,False,1,False,False
3487,202310051266,1,1,17,2022-06-13,490,1,10,内蒙通辽交易市场,1.0598566308243729,7.0,720.0,0.0,5.0,230.0,,,,,,,,,,,0.0,,2024-03-17,19072.0,,已出售,643.0,,,,True,0,False,False
682,202109184963,1,1,8,2022-08-12,451,1,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,20384.0,,已出售,458.0,,,,False,1,False,False
3157,202308286944,1,1,8,2023-03-13,493,0,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,存栏,,,,,False,1,False,False
2873,202307091352,1,1,8,2023-03-13,485,0,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,存栏,,,,,False,1,False,False
3776,2210000432,1,1,8,2024-09-12,245,0,19,绵阳强牧农业科技有限公司,0.6603622631848438,13.0,515.0,0.0,2.0,270.0,409.958,117.9921,593.4956,1399.5127,61.0,6.720622950819672,1.9342967213114752,9.72943606557377,22.942831147540986,0.6586040521224125,1121.4457,0.2407606538595671,,,,存栏,,5.1833803703703705,,22.942831147540986,True,0,True,True
3002,202307091481,1,1,8,2023-03-13,490,0,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,存栏,,,,,False,1,False,False
3388,202308287175,1,1,8,2023-03-13,440,0,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,存栏,,,,,False,1,False,False
271,2022547389,1,1,5,2022-12-05,300,1,4,,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,22176.0,,已出售,343.0,,,,False,1,False,False
1022,202109185857,1,1,8,2022-08-12,294,1,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,19712.0,,已出售,458.0,,,,False,1,False,False
965,202109185346,1,1,8,2022-08-12,340,1,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,22400.0,,已出售,458.0,,,,False,1,False,False
93,3722298525,1,1,7,2022-04-25,280,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,22272.0,,已出售,567.0,,,,False,1,False,False
123,MK2210000012,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,20832.0,,已出售,511.0,,,,False,1,False,False
948,202109185329,1,1,8,2022-08-12,367,1,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,20320.0,,已出售,458.0,,,,False,1,False,False
3350,202308287137,1,1,8,2023-03-13,436,0,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,存栏,,,,,False,1,False,False
1201,202109186036,1,1,8,2022-08-12,289,1,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,21728.0,,已出售,458.0,,,,False,1,False,False
840,202109185221,1,1,8,2022-08-12,392,1,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,21856.0,,已出售,458.0,,,,False,1,False,False
1811,MK2210000118,1,1,10,2022-06-16,280,1,4,,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,23808.0,,已出售,515.0,,,,False,1,False,False
3051,202307091530,1,1,8,2023-03-13,412,0,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,存栏,,,,,False,1,False,False
666,202109184947,1,1,8,2022-08-12,493,1,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,21152.0,,已出售,458.0,,,,False,1,False,False
29,3722312733,1,1,7,2022-04-24,280,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,20992.0,,已出售,568.0,,,,False,1,False,False
3330,202308287117,1,1,8,2023-03-13,425,0,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,存栏,,,,,False,1,False,False
2819,202307091298,1,1,8,2023-03-13,450,0,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,存栏,,,,,False,1,False,False
3803,2210000459,1,1,8,2024-09-12,244,0,19,绵阳强牧农业科技有限公司,0.4913594470046083,13.0,450.0,1.0,2.0,206.0,409.958,117.9921,593.4956,1399.5127,61.0,6.720622950819672,1.9342967213114752,9.72943606557377,22.942831147540986,0.5024904990267295,1121.4457,0.1836914618335957,,,,存栏,,6.793750970873786,,22.942831147540986,True,0,True,True
3689,2210000384,1,1,13,2023-03-10,256,1,17,敦化牧场,0.8615296457343177,12.0,580.0,0.0,2.0,324.0,,,,,,,,,,,0.0,,2025-01-19,12190.0,,已出售,681.0,,,,True,0,False,False
2708,202308276993,1,1,8,2023-03-13,465,0,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,存栏,,,,,False,1,False,False
3153,202308286940,1,1,8,2023-03-13,481,0,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,存栏,,,,,False,1,False,False
619,202109184900,1,1,8,2022-08-12,472,1,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,22528.0,,已出售,458.0,,,,False,1,False,False
3218,202308287005,1,1,8,2023-03-13,408,0,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,存栏,,,,,False,1,False,False
4058,2210000522,1,1,8,2023-10-05,196,0,17,敦化牧场,0.7467972350230415,11.0,451.0,0.0,0.0,255.0,,,,,,,,,,,0.0,,,,,存栏,,,,,True,0,False,False
1126,202109185961,1,1,8,2022-08-12,215,1,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,23264.0,,已出售,458.0,,,,False,1,False,False
3679,2210000248,1,1,13,2023-03-10,362,1,17,敦化牧场,0.8234664029992173,10.0,630.0,0.0,2.0,268.0,,,,,,,,,,,0.0,,2024-11-19,15046.0,,已出售,620.0,,,,True,0,False,False
225,2022547343,1,1,5,2022-12-05,280,1,4,,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,22048.0,,已出售,343.0,,,,False,1,False,False
2924,202307091403,1,1,8,2023-03-13,497,0,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,存栏,,,,,False,1,False,False
155,MK2210000053,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,23840.0,,已出售,511.0,,,,False,1,False,False
1053,202109185888,1,1,8,2022-08-12,295,1,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,19968.0,,已出售,458.0,,,,False,1,False,False
418,2022600183,1,1,6,2022-11-15,260,1,4,,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,22560.0,,已出售,363.0,,,,False,1,False,False
2676,202308276961,1,1,8,2023-03-13,481,0,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,存栏,,,,,False,1,False,False
3284,202308287071,1,1,8,2023-03-13,460,0,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,存栏,,,,,False,1,False,False
311,2022547429,1,1,5,2022-12-05,333,1,5,,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,20576.0,,已出售,343.0,,,,False,1,False,False
580,202109184861,1,1,8,2022-08-12,451,1,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,19296.0,,已出售,458.0,,,,False,1,False,False
138,MK2210000034,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,22336.0,,已出售,511.0,,,,False,1,False,False
2944,202307091423,1,1,8,2023-03-13,491,0,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,存栏,,,,,False,1,False,False
2797,202307091276,1,1,8,2023-03-13,428,0,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,存栏,,,,,False,1,False,False
3151,202308286938,1,1,8,2023-03-13,429,0,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,存栏,,,,,False,1,False,False
4070,2210000534,1,1,8,2023-10-05,196,0,17,敦化牧场,0.7265130568356375,11.0,446.0,0.0,0.0,250.0,,,,,,,,,,,0.0,,,,,存栏,,,,,True,0,False,False
3838,2210000494,1,1,8,2024-03-20,245,1,19,绵阳强牧农业科技有限公司,1.1251221896383186,12.0,650.0,0.0,2.0,405.0,348.029,101.3682,509.0702,1188.5284,52.0,6.692865384615384,1.9493884615384616,9.78981153846154,22.85631538461538,1.1636961287708782,958.4674,0.4225495828027119,2025-05-23,18480.0,,已出售,429.0,2.934638024691358,17291.4716,22.85631538461538,True,0,True,True
3120,202308286907,1,1,8,2023-03-13,436,0,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,存栏,,,,,False,1,False,False
3649,2210000363,1,1,11,2023-05-10,256,1,17,敦化牧场,0.7441395789560417,10.0,495.0,0.0,2.0,239.0,,,,,,,,,,,0.0,,2024-11-14,6600.0,,已出售,554.0,,,,True,0,False,False
3959,Q2210000237,1,1,8,2023-01-05,246,1,17,敦化牧场,0.9673283598317264,20.0,833.0,0.0,0.0,587.0,,,,,,,,,,,0.0,,2025-05-26,1.0,,已出售,872.0,,,,True,0,False,False
1802,MK2210000111,1,1,10,2022-06-15,280,1,4,,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,21504.0,,已出售,516.0,,,,False,1,False,False
3709,2210000274,1,1,13,2023-03-10,266,1,17,敦化牧场,0.7790279798066228,14.0,610.0,0.0,2.0,344.0,,,,,,,,,,,0.0,,2025-03-05,1.0,,已出售,726.0,,,,True,0,False,False
330,2022547448,1,1,5,2022-12-05,333,1,5,,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,19424.0,,已出售,343.0,,,,False,1,False,False
810,202109185191,1,1,8,2022-08-12,335,1,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,22720.0,,已出售,458.0,,,,False,1,False,False
3644,2210000222,1,1,11,2023-05-10,376,1,17,敦化牧场,0.812734313846661,10.0,615.0,0.0,2.0,239.0,,,,,,,,,,,0.0,,2024-11-19,14695.0,,已出售,559.0,,,,True,0,False,False
3047,202307091526,1,1,8,2023-03-13,475,0,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,存栏,,,,,False,1,False,False
3325,202308287112,1,1,8,2023-03-13,456,0,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,存栏,,,,,False,1,False,False
3751,2210000407,1,1,8,2024-03-21,246,1,19,绵阳强牧农业科技有限公司,1.047968160871387,12.0,620.0,0.0,2.0,374.0,382.434,110.6037,555.9732,1305.7419,57.0,6.709368421052632,1.940415789473684,9.753915789473684,22.907752631578948,0.97794652149129,1049.0109,0.3565263239876726,2025-05-28,16896.0,,已出售,433.0,3.4912885026737968,15590.2581,22.907752631578948,True,0,True,True
1068,202109185903,1,1,8,2022-08-12,249,1,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,19968.0,,已出售,458.0,,,,False,1,False,False
3765,2210000421,1,1,8,2024-03-20,245,0,19,绵阳强牧农业科技有限公司,0.7999871991807476,13.0,565.0,0.0,2.0,320.0,409.958,117.9921,593.4956,1399.5127,61.0,6.720622950819672,1.9342967213114752,9.72943606557377,22.942831147540986,0.7805677654784148,1121.4457,0.2853459601298573,,,,存栏,,4.3734771875,,22.942831147540986,True,0,True,True
3521,202310051300,1,1,17,2022-06-13,456,1,10,内蒙通辽交易市场,1.167189132706374,12.0,882.0,0.0,5.0,426.0,,,,,,,,,,,0.0,,2024-01-23,1.0,,已出售,589.0,,,,True,0,False,False
1241,202109186076,1,1,8,2022-08-12,249,1,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,22688.0,,已出售,458.0,,,,False,1,False,False
3481,202310051260,1,1,17,2022-06-13,460,1,10,内蒙通辽交易市场,1.103225806451613,7.0,698.0,0.0,5.0,238.0,,,,,,,,,,,0.0,,2024-03-17,18406.4,,已出售,643.0,,,,True,0,False,False
3416,202308287203,1,1,8,2023-03-13,481,0,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,存栏,,,,,False,1,False,False
2905,202307091384,1,1,8,2023-03-13,443,0,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,存栏,,,,,False,1,False,False
919,202109185300,1,1,8,2022-08-12,360,1,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,23232.0,,已出售,458.0,,,,False,1,False,False
639,202109184920,1,1,8,2022-08-12,404,1,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,22176.0,,已出售,458.0,,,,False,1,False,False
3454,202308287241,1,1,8,2023-03-13,463,0,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,存栏,,,,,False,1,False,False
3581,2210000209,1,1,10,2024-01-21,240,1,17,敦化牧场,0.8158756643183783,13.0,545.0,0.0,2.0,305.0,,,,,,,,,,,0.0,,2025-01-22,11554.0,,已出售,367.0,,,,True,0,False,False
2651,202308276936,1,1,8,2023-03-13,464,0,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,存栏,,,,,False,1,False,False
133,MK2210000022,1,1,10,2022-06-20,333,1,5,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,22944.0,,已出售,511.0,,,,False,1,False,False
1044,202109185879,1,1,8,2022-08-12,233,1,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,22528.0,,已出售,458.0,,,,False,1,False,False
3349,202308287136,1,1,8,2023-03-13,412,0,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,存栏,,,,,False,1,False,False
78,3720872653,1,1,7,2022-09-20,250,1,4,,,,,0.0,1.0,,,,,,,,,,,,0.0,,2023-11-13,22560.0,,已出售,419.0,,,,False,1,False,False
589,202109184870,1,1,8,2022-08-12,478,1,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,19712.0,,已出售,458.0,,,,False,1,False,False
870,202109185251,1,1,8,2022-08-12,348,1,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,21920.0,,已出售,458.0,,,,False,1,False,False
1077,202109185912,1,1,8,2022-08-12,206,1,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,19296.0,,已出售,458.0,,,,False,1,False,False
3941,Q2210000217,1,1,8,2023-01-05,254,1,17,敦化牧场,0.9800494004756052,20.0,844.0,0.0,0.0,590.0,,,,,,,,,,,0.0,,2025-05-26,1.0,,已出售,872.0,,,,True,0,False,False
3102,202308286889,1,1,8,2023-03-13,414,0,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,存栏,,,,,False,1,False,False
1106,202109185941,1,1,8,2022-08-12,223,1,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,23424.0,,已出售,458.0,,,,False,1,False,False
3055,202307091534,1,1,8,2023-03-13,480,0,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,存栏,,,,,False,1,False,False
3280,202308287067,1,1,8,2023-03-13,440,0,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,存栏,,,,,False,1,False,False
3585,2210000181,1,1,10,2023-06-17,251,1,17,敦化牧场,0.8152731429983932,13.0,585.0,0.0,2.0,334.0,,,,,,,,,,,0.0,,2025-01-23,12402.0,,已出售,586.0,,,,True,0,False,False
835,202109185216,1,1,8,2022-08-12,385,1,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,23584.0,,已出售,458.0,,,,False,1,False,False
441,2022600206,1,1,6,2022-11-15,340,1,4,,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,19968.0,,已出售,363.0,,,,False,1,False,False
3786,2210000442,1,1,8,2024-03-21,237,0,19,绵阳强牧农业科技有限公司,0.9135624679979518,13.0,600.0,0.0,2.0,363.0,409.958,117.9921,593.4956,1399.5127,61.0,6.720622950819672,1.9342967213114752,9.72943606557377,22.942831147540986,0.8854565589645768,1121.4457,0.3236893235223069,,,,存栏,,3.8554068870523417,,22.942831147540986,True,0,True,True
1102,202109185937,1,1,8,2022-08-12,294,1,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,22976.0,,已出售,458.0,,,,False,1,False,False
3839,2210000495,1,1,8,2024-03-21,237,0,19,绵阳强牧农业科技有限公司,0.7721134152585766,13.0,540.0,0.0,2.0,303.0,409.958,117.9921,593.4956,1399.5127,61.0,6.720622950819672,1.9342967213114752,9.72943606557377,22.942831147540986,0.739100102937374,1121.4457,0.2701869559979587,,,,存栏,,4.618853795379538,,22.942831147540986,True,0,True,True
692,202109184973,1,1,8,2022-08-12,440,1,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,20896.0,,已出售,458.0,,,,False,1,False,False
2673,202308276958,1,1,8,2023-03-13,485,0,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,存栏,,,,,False,1,False,False
3329,202308287116,1,1,8,2023-03-13,457,0,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,存栏,,,,,False,1,False,False
704,202109184985,1,1,8,2022-08-12,441,1,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,22112.0,,已出售,458.0,,,,False,1,False,False
2973,202307091452,1,1,8,2023-03-13,451,0,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,存栏,,,,,False,1,False,False
582,202109184863,1,1,8,2022-08-12,458,1,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,23808.0,,已出售,458.0,,,,False,1,False,False
2753,202308277038,1,1,8,2023-03-13,483,0,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,存栏,,,,,False,1,False,False
424,2022600189,1,1,6,2022-11-15,270,1,4,,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,19744.0,,已出售,363.0,,,,False,1,False,False
847,202109185228,1,1,8,2022-08-12,352,1,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,20992.0,,已出售,458.0,,,,False,1,False,False
2976,202307091455,1,1,8,2023-03-13,492,0,10,内蒙通辽交易市场,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,存栏,,,,,False,1,False,False
1821,MK2210000140,1,1,10,2022-06-16,280,1,4,,,,,0.0,0.0,,,,,,,,,,,,0.0,,2023-11-13,22496.0,,已出售,515.0,,,,False,1,False,False
